"","MSZoning","LotArea","LotShape","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinType1","TotalBsmtSF","HeatingQC","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","FireplaceQu","GarageCars","PavedDrive","SaleType","SaleCondition","SalePrice","numb_add_flr","pool","porch_area","porch_type","Remod"
"108","RM",6000,"Reg","OldTown","1Fam","3","3",1948,"Gable","TA","2","CBlock","TA","ALQ",789,"Ex","Y","SBrkr",789,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Partial",115000,1,"0",0,"no","0"
"109","RM",8500,"Reg","IDOTRR","1Fam","3","4",1919,"Gable","TA","2","CBlock","TA","Unf",793,"TA","N","Fuse or Mix",1517,"2","0",3,1,"Fa","Typ","No",0,"N or P","WD","Normal",115000,2,"0",144,"enclosed_porch","0"
"110","RL",11751,"IR1","NWAmes","1Fam","3","3",1977,"Hip","TA","2","CBlock","Gd","BLQ",1844,"Ex","Y","SBrkr",1844,"2","0",3,1,"TA","Typ","TA",2,"Y","COD","Normal",190000,1,"0",122,"open_porch","1"
"111","RL",9525,"Reg","Edwards","1Fam","3","2",1954,"Gable","TA","2","CBlock","TA","Rec",994,"Gd","Y","SBrkr",1855,"2","0",4,1,"TA","Typ","No",1,"Y","WD","Normal",136900,2,"0",182,"wood_deck","0"
"112","RL",7750,"IR1","Gilbert","1Fam","4","3",2000,"Gable","TA","2","PConc","Gd","GLQ",384,"Ex","Y","SBrkr",1430,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",180000,2,"0",180,"wood_deck","1"
"113","RL",9965,"Reg","CollgCr","1Fam","4","3",2007,"Gable","Gd","2","PConc","Ex","GLQ",1264,"Ex","Y","SBrkr",2696,"2","1",4,1,"Ex","Typ","AA",3,"Y","New","Partial",383970,2,"0",472,"multiple","1"
"114","RL",21000,"Reg","Crawfor","1Fam","3","3",1953,"Hip","TA","3","CBlock","Gd","ALQ",1809,"TA","Y","SBrkr",2259,"2","0",3,1,"Gd","Typ","AA",2,"Y","COD","Abnorml",217000,1,"0",478,"multiple","1"
"115","RL",7259,"IR1","Crawfor","1Fam","3","4",1945,"Other","TA","2","CBlock","TA","ALQ",1028,"Ex","Y","SBrkr",2320,"2","1",3,1,"Gd","Typ","TA",1,"Y","WD","Normal",259500,2,"0",224,"wood_deck","0"
"116","FV",3230,"Reg","Somerst","TwnhsE","3","3",1999,"Gable","TA","2","PConc","Gd","GLQ",729,"Gd","Y","SBrkr",1458,"2","1",2,1,"TA","Typ","BA",2,"Y","WD","Normal",176000,2,"0",32,"open_porch","1"
"117","RL",11616,"Reg","Sawyer","1Fam","3","3",1962,"Gable","TA","2","CBlock","TA","LwQ",1092,"TA","Y","SBrkr",1092,"1","0",3,1,"TA","Typ","BA",1,"Y","WD","Normal",139000,1,"0",164,"multiple","1"
"118","RL",8536,"Reg","Edwards","1Fam","3","3",2006,"Gable","TA","2","PConc","Gd","Unf",1125,"Gd","Y","SBrkr",1125,"1","1",2,1,"TA","Typ","No",2,"Y","New","Partial",155000,1,"0",144,"multiple","0"
"119","RL",12376,"Reg","SawyerW","1Fam","4","3",1990,"Hip","TA","2","PConc","Gd","GLQ",1673,"Gd","Y","SBrkr",3222,"3","0",5,1,"Gd","Typ","TA",3,"Y","WD","Normal",320000,2,"0",367,"wood_deck","1"
"120","RL",8461,"Reg","CollgCr","1Fam","3","3",2005,"Gable","Gd","2","PConc","Gd","Unf",728,"Ex","Y","SBrkr",1456,"2","1",3,1,"Gd","Typ","AA",2,"Y","New","Partial",163990,2,"0",24,"open_porch","0"
"121","RL",21453,"IR1","ClearCr","1Fam","3","3",1969,"Other","TA","2","CBlock","TA","ALQ",938,"Ex","Y","SBrkr",988,"1","0",1,1,"TA","Typ","TA",2,"Y","WD","Normal",180000,1,"0",260,"multiple","1"
"122","RM",6060,"Reg","IDOTRR","1Fam","2","3",1939,"Gable","TA","2","PConc","TA","Unf",732,"Gd","Y","SBrkr",1123,"1","0",3,1,"TA","Typ","No",1,"N or P","WD","Normal",1e+05,2,"0",140,"enclosed_porch","0"
"123","RL",9464,"Reg","NAmes","1Fam","3","4",1958,"Hip","TA","3","CBlock","TA","BLQ",1080,"Gd","Y","SBrkr",1080,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",136000,1,"0",130,"screen_porch","1"
"124","RL",7892,"Reg","SawyerW","TwnhsE","3","3",1993,"Gable","Gd","2","PConc","Gd","GLQ",1199,"Ex","Y","SBrkr",1199,"2","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",153900,1,"0",63,"open_porch","1"
"125","RL",17043,"IR1","NWAmes","1Fam","3","3",1979,"Gable","TA","3","CBlock","Gd","Unf",1362,"TA","Y","SBrkr",1586,"2","0",3,1,"TA","Typ","TA",2,"Y","WD","Normal",181000,1,"0",192,"wood_deck","0"
"126","RM",6780,"Reg","IDOTRR","2fmCon","3","4",1935,"Gable","TA","1","CBlock","TA","GLQ",520,"Gd","N","SBrkr",754,"1","0",2,1,"TA","Typ","No",0,"N or P","WD","Normal",84500,1,"0",53,"wood_deck","0"
"127","RL",4928,"IR1","NPkVill","TwnhsE","3","3",1976,"Gable","TA","2","CBlock","Gd","ALQ",1078,"TA","Y","SBrkr",958,"2","0",2,1,"TA","Typ","TA",2,"Y","WD","Normal",128000,1,"0",205,"open_porch","1"
"128","RM",4388,"IR1","OldTown","1Fam","3","4",1930,"Gable","TA","3","BrkTil","TA","LwQ",672,"Ex","Y","SBrkr",840,"1","0",3,1,"TA","Typ","TA",0,"N or P","WD","Normal",87000,1,"0",0,"no","0"
"129","RL",7590,"Reg","NAmes","1Fam","3","3",1966,"Gable","TA","2","CBlock","TA","BLQ",660,"TA","Y","SBrkr",1348,"1","1",3,1,"TA","Typ","BA",2,"Y","WD","Normal",155000,2,"0",296,"multiple","1"
"130","RL",8973,"Reg","NAmes","1Fam","3","4",1958,"Gable","TA","2","CBlock","TA","Rec",1008,"TA","Y","Fuse or Mix",1053,"1","1",3,1,"Ex","Typ","No",2,"Y","WD","Abnorml",150000,1,"0",260,"multiple","0"
"131","RL",14200,"Reg","NAmes","1Fam","4","3",1966,"Gable","TA","2","CBlock","TA","Rec",924,"Ex","Y","SBrkr",2157,"2","1",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",226000,2,"0",171,"multiple","1"
"132","RL",12224,"IR1","Gilbert","1Fam","3","3",2000,"Gable","Gd","2","PConc","Gd","GLQ",992,"Ex","Y","SBrkr",2054,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",244000,2,"0",72,"multiple","1"
"133","RL",7388,"Reg","NAmes","1Fam","3","3",1959,"Gable","TA","2","CBlock","TA","Rec",1063,"Gd","Y","SBrkr",1327,"1","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",150750,1,"0",0,"no","0"
"134","RL",6853,"IR1","Timber","1Fam","4","3",2001,"Gable","Gd","2","PConc","Ex","GLQ",1267,"Ex","Y","SBrkr",1296,"2","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",220000,1,"0",217,"multiple","0"
"135","RL",10335,"IR1","Sawyer","1Fam","3","3",1968,"Gable","TA","2","CBlock","TA","Rec",1461,"Gd","Y","SBrkr",1721,"2","1",3,1,"TA","Min","TA",2,"Y","WD","Normal",180000,1,"0",276,"multiple","0"
"136","RL",10400,"Reg","NWAmes","1Fam","4","3",1970,"Hip","TA","2","PConc","TA","Unf",1304,"Gd","Y","SBrkr",1682,"2","0",3,1,"TA","Typ","AA",2,"Y","WD","Normal",174000,1,"0",98,"wood_deck","1"
"137","RL",10355,"IR1","NAmes","1Fam","3","3",1967,"Gable","TA","2","CBlock","TA","BLQ",1214,"TA","Y","SBrkr",1214,"2","0",3,1,"TA","Typ","BA",1,"Y","WD","Normal",143000,1,"0",111,"open_porch","1"
"138","RL",11070,"Reg","Mitchel","Duplex","4","3",1988,"Gable","TA","2","CBlock","TA","Unf",1907,"Gd","Y","SBrkr",1959,"3","0",5,2,"TA","Typ","No",3,"Y","WD","Family",171000,1,"0",0,"no","0"
"139","RL",9066,"IR1","CollgCr","1Fam","4","3",1999,"Gable","Gd","2","PConc","Gd","GLQ",1004,"Ex","Y","SBrkr",1852,"2","1",3,1,"Gd","Typ","TA",3,"Y","WD","Normal",230000,2,"0",330,"multiple","0"
"140","RL",15426,"IR1","CollgCr","1Fam","3","3",1997,"Gable","TA","2","PConc","Gd","GLQ",928,"Ex","Y","SBrkr",1764,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",231500,2,"0",375,"multiple","1"
"141","RL",10500,"Reg","NAmes","1Fam","2","3",1971,"Gable","TA","2","CBlock","TA","ALQ",864,"TA","Y","SBrkr",864,"1","0",3,1,"TA","Typ","BA",0,"Y","Other","Normal",115000,1,"0",0,"no","1"
"142","RL",11645,"Reg","CollgCr","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1734,"Ex","Y","SBrkr",1734,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",260000,1,"0",184,"multiple","1"
"143","RL",8520,"Reg","NAmes","1Fam","3","2",1952,"Gable","TA","1","CBlock","TA","Rec",910,"Fa","Y","SBrkr",1385,"2","0",4,1,"TA","Typ","No",2,"Y","WD","Normal",166000,2,"0",0,"no","1"
"144","RL",10335,"IR1","CollgCr","1Fam","4","3",1999,"Gable","Gd","2","PConc","Gd","GLQ",1490,"Ex","Y","SBrkr",1501,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",204000,1,"0",173,"multiple","1"
"145","RM",9100,"Reg","Sawyer","Duplex","3","3",1963,"Gable","TA","2","CBlock","TA","Rec",1728,"TA","Y","SBrkr",1728,"2","0",6,2,"TA","Typ","No",2,"Y","Other","Abnorml",125000,1,"0",0,"no","1"
"146","RM",2522,"Reg","Edwards","Twnhs","3","3",2004,"Gable","Gd","2","PConc","Gd","Unf",970,"Ex","Y","SBrkr",1709,"2","0",3,1,"Gd","Maj","No",2,"Y","WD","Normal",130000,2,"0",40,"open_porch","0"
"147","RM",6120,"Reg","BrkSide","1Fam","3","4",1931,"Gable","TA","2","BrkTil","TA","BLQ",715,"TA","Y","Fuse or Mix",875,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",105000,1,"0",48,"wood_deck","0"
"148","RL",9505,"IR1","Gilbert","1Fam","4","3",2001,"Gable","Gd","2","PConc","Gd","Unf",884,"Ex","Y","SBrkr",2035,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",222500,2,"0",192,"multiple","1"
"149","RL",7500,"Reg","SawyerW","1Fam","4","3",2004,"Gable","TA","2","PConc","Gd","GLQ",1080,"Ex","Y","SBrkr",1080,"1","0",3,1,"Gd","Typ","No",0,"Y","WD","Normal",141000,1,"0",0,"no","0"
"150","RM",6240,"Reg","BrkSide","1Fam","3","2",1936,"Gable","TA","2","BrkTil","Gd","Unf",896,"Gd","Y","Fuse or Mix",1344,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",115000,2,"0",314,"multiple","0"
"151","RL",10356,"Reg","CollgCr","1Fam","3","3",1975,"Gable","TA","2","CBlock","TA","BLQ",969,"TA","Y","SBrkr",969,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",122000,1,"0",0,"no","1"
"152","RL",13891,"Reg","NridgHt","1Fam","4","3",2007,"Hip","Gd","2","PConc","Ex","GLQ",1710,"Ex","Y","SBrkr",1710,"2","0",2,1,"Gd","Typ","AA",3,"Y","New","Partial",372402,1,"0",102,"open_porch","0"
"153","RL",14803,"IR1","NWAmes","1Fam","3","3",1971,"Gable","TA","2","CBlock","TA","Rec",825,"Gd","Y","SBrkr",1993,"2","1",4,1,"TA","Typ","AA",2,"Y","WD","Normal",190000,2,"0",66,"open_porch","1"
"154","RL",13500,"Reg","ClearCr","1Fam","3","4",1960,"Other","TA","2","CBlock","Gd","BLQ",1602,"Gd","Y","SBrkr",1252,"1","0",1,1,"TA","Typ","AA",2,"Y","WD","Normal",235000,1,"0",409,"wood_deck","0"
"155","RM",11340,"Reg","OldTown","1Fam","3","3",1923,"Gable","TA","2","BrkTil","TA","Unf",1200,"TA","Y","Fuse or Mix",1200,"1","0",4,1,"TA","Typ","No",1,"Y","WD","Family",125000,1,"0",228,"enclosed_porch","0"
"156","RL",9600,"Reg","Edwards","1Fam","3","3",1924,"Gable","TA","2","BrkTil","TA","Unf",572,"Fa","N","Fuse or Mix",1096,"1","0",2,1,"TA","Typ","No",0,"N or P","WD","Normal",79000,2,"0",136,"multiple","0"
"157","RL",7200,"Reg","NAmes","1Fam","3","4",1950,"Hip","TA","2","CBlock","No","No",0,"TA","Y","Fuse or Mix",1040,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",109500,1,"0",0,"no","1"
"158","RL",12003,"Reg","Timber","1Fam","4","3",2009,"Gable","Gd","2","PConc","Ex","Unf",774,"Ex","Y","SBrkr",1968,"2","1",4,1,"Ex","Typ","AA",3,"Y","New","Partial",269500,2,"0",75,"open_porch","0"
"159","FV",12552,"Reg","Somerst","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",991,"Ex","Y","SBrkr",1947,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",254900,2,"0",136,"open_porch","0"
"160","RL",19378,"IR1","Gilbert","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1392,"Ex","Y","SBrkr",2462,"2","1",4,1,"Gd","Typ","AA",2,"Y","New","Partial",320000,2,"0",539,"multiple","0"
"161","RL",11120,"IR1","Veenker","1Fam","3","3",1984,"Gable","TA","2","PConc","Gd","BLQ",1232,"TA","Y","SBrkr",1232,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",162500,1,"0",0,"no","1"
"162","RL",13688,"IR1","NridgHt","1Fam","5","3",2003,"Gable","Gd","2","PConc","Ex","GLQ",1572,"Ex","Y","SBrkr",2668,"2","1",3,1,"Ex","Typ","AA",3,"Y","WD","Normal",412500,2,"0",400,"wood_deck","0"
"163","RL",12182,"Reg","NridgHt","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","BLQ",1541,"Ex","Y","SBrkr",1541,"2","0",3,1,"Gd","Typ","AA",2,"Y","New","Partial",220000,1,"0",70,"open_porch","1"
"164","RL",5500,"Reg","OldTown","1Fam","2","3",1956,"Gable","TA","2","CBlock","TA","Unf",882,"Ex","Y","SBrkr",882,"1","0",1,1,"TA","Typ","No",0,"Y","WD","Normal",103200,1,"0",0,"no","1"
"165","RM",5400,"Reg","OldTown","1Fam","3","4",1926,"Gable","TA","3","BrkTil","TA","LwQ",1149,"Gd","Y","Fuse or Mix",1616,"2","0",3,1,"Gd","Typ","No",1,"Y","WD","Normal",152000,2,"0",183,"enclosed_porch","0"
"166","RL",10106,"Reg","Edwards","2fmCon","3","4",1940,"Gable","TA","3","BrkTil","TA","ALQ",644,"Gd","Y","SBrkr",1355,"2","0",4,2,"TA","Typ","No",0,"Y","WD","Normal",127500,2,"0",140,"wood_deck","0"
"167","RL",10708,"IR1","ClearCr","1Fam","3","3",1955,"Hip","Gd","2","CBlock","TA","LwQ",1617,"Ex","Y","Fuse or Mix",1867,"1","0",2,1,"TA","Typ","AA",1,"Y","COD","Normal",190000,1,"0",618,"multiple","0"
"168","RL",10562,"Reg","NridgHt","1Fam","4","3",2007,"Gable","Gd","2","PConc","Ex","GLQ",1582,"Ex","Y","SBrkr",2161,"1","1",3,1,"Ex","Typ","AA",3,"Y","New","Partial",325624,2,"0",298,"multiple","1"
"169","RL",8244,"IR1","Gilbert","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","Unf",840,"Ex","Y","SBrkr",1720,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",183500,2,"0",148,"multiple","1"
"170","RL",16669,"IR1","Timber","1Fam","4","3",1981,"Hip","Gd","2","CBlock","Gd","Unf",1686,"TA","Y","SBrkr",1707,"2","1",2,1,"TA","Typ","TA",2,"Y","WD","Normal",228000,1,"0",638,"multiple","1"
"171","RM",12358,"IR1","OldTown","1Fam","3","3",1941,"Gable","TA","2","CBlock","TA","Rec",720,"TA","Y","SBrkr",1382,"1","1",2,1,"TA","Typ","No",2,"Y","WD","Normal",128500,1,"0",237,"wood_deck","0"
"172","RL",31770,"IR1","NAmes","1Fam","3","3",1960,"Hip","TA","2","CBlock","TA","BLQ",1080,"Fa","Y","SBrkr",1656,"1","0",3,1,"TA","Typ","AA",2,"N or P","WD","Normal",215000,1,"0",272,"multiple","1"
"173","RL",5306,"IR1","StoneBr","TwnhsE","4","4",1987,"Gable","Gd","3","PConc","Gd","GLQ",1064,"Gd","Y","SBrkr",1767,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",239000,2,"0",476,"multiple","1"
"174","RL",10197,"IR1","NAmes","1Fam","3","3",1961,"Gable","TA","2","CBlock","TA","ALQ",1362,"TA","Y","SBrkr",1362,"1","1",3,1,"TA","Typ","TA",2,"Y","COD","Normal",163000,1,"0",20,"open_porch","1"
"175","RL",12416,"IR1","Timber","1Fam","3","3",1986,"Gable","TA","2","CBlock","Gd","ALQ",1606,"TA","Y","SBrkr",1651,"2","0",3,1,"TA","Min","TA",2,"Y","WD","Normal",184000,1,"0",192,"wood_deck","1"
"176","RL",12615,"Reg","Edwards","1Fam","3","4",1950,"Gable","TA","2","CBlock","TA","ALQ",1202,"TA","Y","SBrkr",2158,"2","0",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",243000,1,"0",68,"multiple","0"
"177","RL",10029,"IR1","ClearCr","1Fam","3","3",1988,"Gable","Gd","2","PConc","Gd","GLQ",1151,"TA","Y","SBrkr",2060,"2","1",4,1,"TA","Typ","TA",2,"Y","WD","Normal",211000,2,"0",420,"multiple","0"
"178","RL",13650,"Reg","Sawyer","1Fam","3","3",1958,"Gable","Gd","3","CBlock","TA","ALQ",1052,"Ex","Y","SBrkr",1920,"2","0",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",172500,2,"0",0,"no","1"
"179","RL",17423,"IR1","StoneBr","1Fam","5","3",2008,"Hip","Ex","2","PConc","Ex","GLQ",2216,"Ex","Y","SBrkr",2234,"2","0",1,1,"Ex","Typ","AA",3,"Y","New","Partial",501837,1,"0",60,"open_porch","0"
"180","RM",8520,"Reg","OldTown","1Fam","3","3",1923,"Gable","Gd","2","CBlock","TA","Unf",968,"TA","Y","SBrkr",968,"1","0",2,1,"TA","Typ","No",2,"N or P","WD","Normal",1e+05,1,"0",184,"enclosed_porch","0"
"181","FV",2117,"Reg","Somerst","Twnhs","3","3",2000,"Gable","Gd","2","PConc","Gd","GLQ",756,"Ex","Y","SBrkr",1525,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",177000,2,"0",0,"no","1"
"182","RL",7588,"Reg","Crawfor","1Fam","4","3",1920,"Gable","TA","2","BrkTil","Fa","LwQ",793,"Gd","Y","SBrkr",1802,"1","1",4,1,"TA","Typ","AA",1,"Y","WD","Normal",200100,2,"0",40,"enclosed_porch","0"
"183","RL",9060,"Reg","Edwards","1Fam","3","3",1957,"Hip","TA","2","PConc","No","No",0,"Ex","Y","SBrkr",1340,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",120000,1,"0",296,"multiple","0"
"184","RM",11426,"Reg","OldTown","1Fam","4","3",2003,"Gable","TA","2","PConc","Gd","Unf",1362,"Ex","Y","SBrkr",2082,"2","1",3,1,"Gd","Min","No",2,"N or P","WD","Normal",2e+05,2,"0",518,"multiple","1"
"185","RL",7438,"IR1","BrkSide","1Fam","3","4",1908,"Gable","TA","2","PConc","Fa","Unf",504,"Gd","Y","SBrkr",1252,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",127000,2,"0",104,"wood_deck","0"
"186","RM",22950,"IR2.5","OldTown","1Fam","5","5",1892,"Gable","Gd","3","BrkTil","TA","Unf",1107,"Ex","Y","SBrkr",3608,"2","1",4,1,"Ex","Typ","TA",3,"Y","WD","Normal",475000,2,"0",670,"multiple","0"
"187","RL",9947,"IR1","Mitchel","1Fam","4","3",1990,"Gable","TA","2","PConc","Gd","GLQ",1188,"Ex","Y","SBrkr",1217,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",173000,1,"0",195,"multiple","0"
"188","RL",10410,"Reg","OldTown","1Fam","3","4",1916,"Gable","TA","2","CBlock","Fa","Unf",660,"Ex","Y","SBrkr",1656,"2","1",3,1,"TA","Min","No",1,"N or P","WD","Normal",135000,2,"0",140,"three_s_porch","0"
"189","RL",7018,"Reg","SawyerW","Duplex","3","3",1979,"Gable","TA","2","CBlock","Gd","GLQ",1086,"TA","Y","SBrkr",1224,"0","2",2,2,"TA","Typ","TA",2,"Y","WD","Other",153337,1,"0",120,"wood_deck","1"
"190","RL",4923,"Reg","StoneBr","TwnhsE","4","3",2001,"Gable","Gd","2","PConc","Ex","GLQ",1593,"Ex","Y","SBrkr",1593,"1","1",0,1,"Ex","Typ","AA",2,"Y","WD","Normal",286000,1,"0",344,"multiple","0"
"191","RL",10570,"Reg","Crawfor","1Fam","4","4",1932,"Hip","Gd","2","CBlock","Gd","Rec",853,"TA","Y","SBrkr",2727,"2","1",3,1,"Gd","Maj","TA",2,"Y","WD","Normal",315000,2,"0",74,"open_porch","0"
"192","RL",7472,"IR1","NAmes","1Fam","4","5",1972,"Gable","TA","2","CBlock","TA","ALQ",725,"Gd","Y","SBrkr",1479,"1","1",4,1,"Gd","Typ","No",2,"Y","WD","Normal",184000,2,"0",32,"open_porch","0"
"193","RL",9017,"IR1","CollgCr","1Fam","4","3",1999,"Gable","Gd","2","PConc","Gd","GLQ",1431,"Ex","Y","SBrkr",1431,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",192000,1,"0",35,"open_porch","1"
"194","RM",2522,"Reg","Edwards","Twnhs","4","3",2004,"Gable","Gd","2","PConc","Gd","Unf",970,"Ex","Y","SBrkr",1709,"2","0",3,1,"Gd","Maj","No",2,"Y","WD","Normal",130000,2,"0",40,"open_porch","1"
"195","RL",7180,"IR1","CollgCr","1Fam","3","4",1972,"Hip","TA","2","CBlock","TA","ALQ",864,"TA","Y","SBrkr",864,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",127000,1,"0",0,"no","1"
"196","RL",2280,"Reg","NPkVill","Twnhs","3","3",1976,"Gable","TA","2","CBlock","Gd","ALQ",855,"TA","Y","SBrkr",1456,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",148500,2,"0",87,"wood_deck","1"
"197","RL",9416,"Reg","Somerst","1Fam","4","3",2007,"Hip","Ex","2","PConc","Ex","GLQ",1726,"Ex","Y","SBrkr",1726,"2","0",3,1,"Ex","Typ","AA",3,"Y","New","Partial",311872,1,"0",575,"multiple","1"
"198","RL",25419,"Reg","NAmes","1Fam","4","2",1918,"Gable","Gd","3","PConc","TA","GLQ",1360,"Gd","Y","SBrkr",3112,"2","0",4,1,"Gd","Typ","AA",2,"Y","WD","Abnorml",235000,2,"1",568,"multiple","0"
"199","RM",5520,"Reg","OldTown","1Fam","3","3",1912,"Gable","TA","2","CBlock","TA","Unf",755,"Ex","Y","SBrkr",2229,"1","0",5,1,"TA","Typ","No",0,"Y","WD","Abnorml",104000,2,"0",228,"multiple","0"
"200","RL",9591,"Reg","NridgHt","1Fam","4","3",2004,"Hip","Gd","2","PConc","Ex","GLQ",1713,"Ex","Y","SBrkr",1713,"2","0",3,1,"Ex","Typ","AA",3,"Y","WD","Normal",274900,1,"0",196,"multiple","0"
"201","RM",8546,"Reg","Edwards","1Fam","2","3",2003,"Gable","TA","2","PConc","Gd","Unf",1121,"Ex","Y","SBrkr",1121,"2","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",140000,1,"0",196,"multiple","0"
"202","RL",10125,"Reg","Mitchel","1Fam","3","3",1977,"Gable","TA","2","CBlock","TA","ALQ",1196,"TA","Y","SBrkr",1279,"2","0",3,1,"TA","Typ","BA",2,"Y","WD","Normal",171500,1,"0",321,"multiple","1"
"203","RL",7000,"Reg","OldTown","1Fam","3","3",1924,"Gable","TA","3","BrkTil","Fa","LwQ",617,"Gd","Y","SBrkr",1310,"2","0",2,1,"TA","Min","No",1,"Y","COD","Normal",112000,2,"0",126,"enclosed_porch","0"
"204","RM",4438,"Reg","CollgCr","TwnhsE","3","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","AA",2,"Y","WD","Normal",149000,1,"0",149,"wood_deck","1"
"205","RM",3500,"Reg","OldTown","1Fam","3","4",1947,"Gable","TA","2","CBlock","TA","LwQ",720,"TA","Y","SBrkr",1284,"1","1",2,1,"TA","Typ","No",1,"Y","WD","Normal",110000,2,"0",35,"open_porch","0"
"206","RL",11851,"Reg","Gilbert","1Fam","4","3",1990,"Gable","TA","2","PConc","Gd","Unf",1424,"Ex","Y","SBrkr",1442,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",180500,1,"0",542,"multiple","1"
"207","RL",13673,"IR1","Sawyer","1Fam","3","3",1962,"Gable","TA","3","CBlock","TA","Unf",1140,"TA","Y","SBrkr",1696,"1","1",3,1,"TA","Min","TA",1,"Y","WD","Normal",143900,1,"0",30,"open_porch","1"
"208","RL",12493,"IR1","NAmes","1Fam","2","3",1960,"Gable","TA","2","PConc","TA","ALQ",1100,"TA","Y","SBrkr",1100,"1","0",3,1,"TA","Typ","BA",1,"Y","WD","Normal",141000,1,"0",355,"wood_deck","1"
"209","RL",14364,"IR1","SawyerW","1Fam","4","3",1988,"Gable","Gd","2","CBlock","Gd","GLQ",1157,"Ex","Y","SBrkr",2062,"2","1",3,1,"TA","Typ","AA",2,"Y","WD","Normal",277000,2,"0",269,"multiple","0"
"210","RL",8250,"Reg","NAmes","1Fam","3","4",1964,"Hip","TA","2","CBlock","Gd","Rec",1092,"Ex","Y","SBrkr",1092,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",145000,1,"0",0,"no","1"
"211","RL",5604,"Reg","Edwards","1Fam","3","3",1925,"Gable","TA","2","CBlock","TA","Rec",864,"TA","N","Fuse or Mix",864,"1","0",2,1,"TA","Typ","No",0,"Y","WD","Normal",98000,1,"0",96,"enclosed_porch","0"
"212","RL",10420,"Reg","Edwards","1Fam","3","3",2009,"Gable","TA","2","PConc","Gd","GLQ",1212,"Ex","Y","SBrkr",1212,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",186000,1,"0",122,"multiple","1"
"213","FV",8640,"Reg","Somerst","1Fam","4","3",2009,"Gable","TA","2","PConc","Gd","GLQ",900,"Ex","Y","SBrkr",1852,"2","1",3,1,"Gd","Typ","TA",2,"Y","New","Partial",252678,2,"0",276,"multiple","1"
"214","RL",13568,"IR2.5","CollgCr","1Fam","3","3",1995,"Gable","TA","2","PConc","Gd","ALQ",990,"Ex","Y","SBrkr",990,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",156000,1,"0",224,"wood_deck","1"
"215","RL",10900,"IR1","CollgCr","1Fam","3","4",1977,"Gable","TA","2","CBlock","Gd","GLQ",689,"Ex","Y","SBrkr",1392,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Normal",161750,2,"0",36,"open_porch","1"
"216","RL",10011,"IR1","NAmes","1Fam","3","3",1957,"Gable","TA","2","CBlock","TA","BLQ",1070,"TA","Y","SBrkr",1236,"1","0",2,1,"Gd","Min","BA",1,"Y","WD","Normal",134450,1,"0",0,"no","0"
